vendetta,世仇，宿怨,[ven'detə],n.
vendor,小贩,['vendɔ:],n.
veneer,(镶于劣质东西上的)镶饰；虚饰的外表,[və'niə],n.
venerate,崇敬，敬仰,['venəreit],v.
vengeance,报仇，报复,['vendʒəns],n.
vengeful,报复的，复仇心理的,['vendʒful],a.
venial,(错误等)轻微的，可原谅的,['vi:niəl],a.
venom,毒液；恶毒，痛恨,['venəm],n.
vent,孔，口,[vent],v.
ventilate,使„通风，透风,['ventileit],v.
ventral,腹部的,['ventrəl],a.
ventriloquist,口技表演者，会口技的人,[ven'triləkwist],n.
veracious,诚实的，说真话的,[və'reiʃəs],a.
veracity,真实性，诚实,[və'ræsiti],n.
verbal,口头的；与言辞有关的,['və:bəl],a.
verbatim,逐字的，照字面的,[və:'beitim],a.
verbiage,啰嗦，赘语，冗词,['və:biidʒ],n.
verbose,冗长的，啰嗦的,[və:'bəus],a.
verboten,被禁止的，严禁的,[və:'bəutən],a.
verdant,青葱的，翠绿的,['və:dənt],a.
verdict,(陪审团的)裁决，决定,['və:dikt],n.
verdigris,铜锈，铜绿,['və:diɡris],n.
verge,边缘,[və:dʒ],n.
verified,核实的,['verifaid],a.
verify,证明，证实,['verifai],v.
verisimilar,好像真实的；可能的,[ˌveri'similə],a.
verisimilitude,逼真,[ˌverəsi'miliˌtu:d],n.
veritable,确实的，名副其实的,['veritəbl],a.
vermin,害虫，寄生虫,['və:min],n.
vernacular,本国语，地方语,[və'nækjulə],n.
vernal,春季的，春季似的,['və:nl],a.
versant,斜坡,['və:sənt],a.
versatile,多才多艺的；多用途的,['və:sətail],a.
verse,诗歌,[və:s],n.
versemonger,拙劣诗人，打油诗人,[ˌvə:s'mʌŋɡə],n.
vertex,(三角形等)顶角；顶点，最高点,['və:teks],n.
vertical,垂直的,['və:tikəl],a.
vertigo,眩晕,['və:tiɡəu],n.
verve,(艺术作品的)神韵，气韵；(人)生机(尤指在文艺工作中),[və:v],n.
vessel,血管；容器；船只,['vesl],n.
vest,授权，授予，赋予,[vest],v.
vestige,(细微)痕迹，遗迹,['vestidʒ],n.
vestigial,退化的,[ves'tidʒiəl],a.
vestment,(作礼拜时教士的)法衣，官服,['vestmənt],n.
vesture,衣服；覆盖物,['vestʃə],n.
veteran,经验丰富的,['vetərən],n.
veterinary,兽医的,['vetərinəri],a.
veto,否决(权)，禁止(权),['vi:təu],n.
vex,(使)恼火,[veks],v.
vexation,困扰，苦恼,[vek'seiʃən],n.
viability,可行性；生存能力，存活力,[ˌvaiə'biliti],n.
viable,可行的；能活下去的,['vaiəbl],a.
viaduct,高架桥,['vaiədʌkt],n.
viand,[-s]食品，食物,['vaiənd],n.
vibrancy,生机勃勃，活泼,['vaibrənsi],n.
vibrant,振动的；(颜色)鲜明的，明快的；生机勃勃的,['vaibrənt],a.
vibrate,(使)颤动，振动,['vaibreitˌ vai'breit],v.
vicar,教区牧师,['vikə],n.
vicarious,替代别人(感受，做)的，代理的,[vai'keəriəs],a.
vicinity,接近,[vi'siniti],n.
vicious,残酷的，危险的,['viʃəs],a.
vicissitude,变化，变迁，荣枯，盛衰,[vi'sisitju:d],n.
vicissitudinous,有变化的，变迁的,[viˌsisi'tju:dinəs],a.
victimize,使受害，迫害,['viktimaiz],v.
vie,竞争,[vai],v.
vigilant,机警的，警惕的,['vidʒilənt],a.
vigorous,精力旺盛的，健壮的,['viɡərəs],a.
vile,恶劣的，卑鄙的,[vail],a.
vilify,辱骂，诽谤,['vilifai],v.
villainous,邪恶的，恶毒的,['vilənəs],a.
vim,精力，活力,[vim],n.
vindicate,为„平反；证明„正确,['vindikeit],v.
vindication,洗冤；证实,[ˌvindi'keiʃən],n.
vindictive,报复性的,[vin'diktiv],a.
vinegared,酸的，尖刻的,['viniɡəd],a.
vintage,经典的；最好的,['vintidʒ],a.
vintner,酒商,['vintnə],n.
violate,违反，触犯,['vaiəleit],v.
violet,紫罗兰,['vaiəlit],a.
virago,泼妇，好骂人或好支配人的女人,[vi'rɑ:ɡəu],n.
viral,病毒性的，由病毒引起的,['vairəl],a.
virile,有男子气的，雄健的,['virail],a.
virtual,实质上的，实际上的(但未获名义上或正式的承认),['və:tjuəl],a.
virtuosity,精湛技巧，高超,[ˌvə:tju'ɔsiti],n.
virtuoso,演艺精湛的人,[və:tju'əuzəu],n.
virtuous,有美德的；(贬)自命清高的,['və:tjuəs],a.
virulent,剧毒的；恶毒的,['virulənt],a.
virus,病毒,['vaiərəs],n.
visage,脸，面貌,['vizidʒ],n.
visceral,内心深处的；内脏的,['visərəl],a.
viscid,粘性的,['visid],a.
viscous,黏性的，半流质的,['viskəs],a.
visionary,空想家,['viʒənəri],a.
vista,远景；展望,['vistə],n.
vital,极其重要的；充满活力的,['vaitl],a.
vitalize,激发活力，使有生气,['vaitəlaiz],v.
vitiate,削弱，损害,['viʃieit],v.
vitreous,玻璃的，玻璃状的,['vitriəs],a.
vitrify,使成玻璃,['vitrifai],v.
vitriolic,刻薄的，恶意的,[ˌvitri'ɔlik],a.
vituperate,痛斥，辱骂,[vi'tju:pəreit],v.
vituperative,辱骂的,[vi'tjupərətiv],a.
vivacious,活泼的，快活的,[vi'veiʃəs],a.
vivid,(颜色)清晰的，鲜艳的；生动的，活泼的，逼真的,['vivid],a.
vocalist,流行歌手，声乐家,['vəukəlist],n.
vocation,擅长；工作，职业,[vəu'keiʃən],n.
vogue,流行的,[vəuɡ],n.
void,空隙，空处；空虚感,[vɔid],a.
volatile,反复无常的；挥发性的,['vɔlətail],a.
volition,决断力；意志,[vəu'liʃən],n.
volley,齐发，群射；(足球、网球)截击,['vɔli],n.
voluble,健谈的，说话快而流利的；旋转的,['vɔljub(ə)l],a.
voluminous,长篇的；大量的,[və'lju:minəs],a.
voluptuous,撩人的，性感的；沉溺于酒色的，奢侈淫逸的,[və'lʌptuəs],a.
vomit,呕吐；呕吐物；催吐剂,['vɔmit],n.
voracious,狼吞虎咽的，极饿的；贪婪的，贪吃的,[və'reiʃəs],a.
voracity,贪婪,[və'ræsiti ],n.
votary,崇拜者，热心支持者,['vəutəri],n.
vouch,担保，证明,[vautʃ],v.
vulgar,无教养的，粗俗的,['vʌlɡə],a.
vulnerable,易受攻击的,['vʌlnərəb(ə)l],a.
vulpine,狐狸般的，狡猾的,['vʌlpain],a.
vulture,秃鹫,['vʌltʃə(r)],n.
vying,竞争的,['vaiiŋ],a.
wacky,(行为等)古怪的ˌ愚蠢的,['wæki],a.
waddle,(鸭子等)摇摇摆摆地走,['wɔdl],v.
wade,涉水；跋涉,[weid],v.
waffle,胡扯或乱写,['wɔfl],n.
waft,飘浮，飘荡,[wɑ:f],v.
wag,诙谐幽默者,[wæɡ],v.
wage,开始，进行(战争，运动),[weidʒ],v.
waggish,诙谐的，滑稽的,['wæɡiʃ],a.
wail,哀号，痛哭,[weil],v.
