slick,熟练而有效的；(人)圆滑的；光滑的,[slik],a.
slight,侮辱，轻蔑,[slait],a.
sling,吊腕带ˌ吊索,[sliŋ],v.
slink,潜逃,[sliŋk],v.
slippage,(价值，价格)滑动，下降,['slipidʒ],n.
slippery,滑的；(人)狡猾的，不可靠的,['slipəri],a.
slipshod,马虎的，不认真的,['slipʃɔd],a.
slit,裂缝,[slit],v.
slither,(蛇)滑动，扭动前进，蛇行,['sliðə],v.
sliver,裂成细片,['slivə],n.
slobber,流口水；粗俗地表示,['slɔbə],n.
slog,猛击；苦干,[slɔɡ],v.
sloppy,邋遢的，不整洁的；粗心马虎的,['slɔpi],a.
slosh,雪泥,[slɔʃ],v.
slot,狭孔(如：投币孔),[slɔt],n.
sloth,懒惰；树獭(一种动物),[sləuθ],n.
slouch,没精打采地坐(站、走),[slautʃ],n.
slough,(蛇等的)蜕皮,[slʌf],v.
sloven,不修边幅的人,['slʌvən],n.
slue,(使)旋转,[slu:],v.
slug,猛击，拳击,[slʌɡ],v.
sluggard,懒鬼,['slʌɡəd],n.
sluice,冲洗,[slu:s],n.
slumber,安睡,['slʌmbə],v.
slump,猛然落下；暴跌,[slʌmp],v.
slur,含糊不清地讲,[slə:],v.
slurp,大声地啜喝,[slə:p],v.
sly,狡猾的，狡诈的,[slai],a.
smarmy,虚情假意的,['smɑ:mi],a.
smart,(衣着)时髦的；聪明的,[smɑ:t],n.
smattering,略知，一知半解；少数，少量,['smætəriŋ],n.
smear,弄脏，玷污,[smiə],n.
smirch,污点,[smə:tʃ],v.
smirk,假笑，得意地笑,[smə:k],v.
smite,重打，猛击，折磨,[smait],v.
smooth,弄平，使光滑；消除(问题困难),[smu:ð],a.
smother,厚厚覆盖；(使)闷死，(使)窒息,['smʌðə],v.
smudge,弄脏,[smʌdʒ],n.
smug,自满的，自命不凡的,[smʌɡ],a.
smuggle,走私，私运,['smʌɡl],v.
smut,弄脏，污,[smʌt],n.
snappish,脾气暴躁的,['snæpiʃ],a.
snappy,精力充沛的；潇洒的,['snæpi],a.
snare,罗网，陷阱,[sneə],n.
snarl,纠缠，混乱,[snɑ:l],n.
snarl,咆哮，怒骂,[snɑ:l],v.
snatch,强夺，攫取,[snætʃ],n.
sneaking,秘密的，私下的，不公开的(尤指不应有的情感),['sni:kiŋ],a.
sneer,嘲笑，鄙视,[sniə],v.
snicker,窃笑，暗笑,['snikə],v.
snide,讽刺的，含沙射影的,[snaid],a.
snip,剪断,[snip],v.
snipe,狙击,[snaip],v.
snitch,告密，告发朋友；迅速地偷,[snitʃ],v.
snivel,啜泣,['snivl],v.
snob,势利小人,[snɔb],n.
snobbish,势利眼的；假充绅士的,['snɔbiʃ],a.
snooze,打盹儿，打瞌睡,[snu:z],v.
snowdrift,(风刮成的)雪堆,['snəudrift],n.
snub,冷落，不理睬,[snʌb],v.
snug,温暖的，舒适的,[snʌɡ],a.
snuggle,挨近，依偎,['snʌɡl],v.
soak,浸泡，渗透,[səuk],v.
soar,高飞，翱翔；猛增,[sɔ:],v.
sober,清醒的，未醉的；庄重的，认真的,['səubə],a.
sobriety,庄重，认真，审慎,[sə(u)'braiəti],n.
sociable,好交际的，友好的，合群的,['səuʃəbl],a.
sock,短袜,[sɔk],v.
sod,草地，草坪,[sɔd],n.
sodden,浸透了的,['sɔdn],a.
soggy,湿透的,['sɔɡi],a.
soigne,时髦的，优雅的,[swɑ:'njei],a.
soil,土壤,[sɔil],n.
sojourn,逗留，寄居,['sɔdʒə(:)n],v.
solace,安慰，慰藉,['sɔləs],n.
solder,焊接，焊合,['sɔldə],v.
solemn,严肃的，庄严的；黑色的,['sɔləm],a.
solemnity,庄严，肃穆,[sə'lemniti],n.
solicit,恳求；教唆(犯罪)，(妓女)拉客,[sə'lisit],v.
solicitous,热切的；挂念的，关心的,[sə'lisitəs],a.
solicitude,关怀，牵挂,[sə'lisitju:d],n.
solidarity,团结，一致,[ˌsɔli'dæriti],n.
solidify,巩固，(使)凝固，(使)团结,[sə'lidifai],v.
solitary,隐士,['sɔlitəri],a.
solitude,孤独，独居,['sɔlitju:d],n.
solo,独唱,['səuləu],a.
soluble,可溶的；可以解决的,['sɔljubl],a.
solvent,溶剂,['sɔlvənt],a.
somatic,肉体的，身体的,[səu'mætik],a.
somber,忧郁的；阴暗的,['sɔmbə],a.
somnolent,思睡的；催眠的,['sɔmnələnt],a.
sonata,奏鸣曲,[sə'nɑ:tə],n.
sonnet,十四行诗,['sɔnit],n.
sonorous,(声音)洪亮的,[sə'nɔ:rəs],a.
soot,黑烟灰，油烟,[sut],n.
soothe,抚慰，使平静；减轻(痛苦，疼痛),[su:ð],v.
sop,浸泡,[sɔp],n.
sophism,诡辩；诡辩法(术),['sɔfizəm],n.
sophisticated,老于世故的；(仪器)精密的,[sə'fistikeitid],a.
sophistication,诡辩，强词夺理；久经世故，老练，精明,[səˌfisti'keiʃən],n.
sophistry,诡辩；诡辩术,['sɔfistri],n.
soporific,安眠药,[ˌsəupə'rifik],a.
sopping,浑身湿透的,['sɔpiŋ],a.
sorcery,巫术，魔法，妖术,['sɔ:səri],n.
sordid,(人)卑鄙的；(状况，地方)肮脏的,['sɔ:did],a.
soulful,充满热情的，深情的,['səulfəl],a.
sour,酸的,['sauə],a.
souse,浸在水中，使湿透,[saus],v.
souvenir,纪念品,['su:vəniə],n.
sovereign,最高统治者，元首,['sɔvrin],n.
sovereignty,(国家)主权，统治权,['sɔvrinti],n.
